id_veiculo,servico,timestamp_gps,posicao_veiculo_geo,status_viagem
B51612,917,2023-02-14 21:58:40,POINT(-43.35839 -22.88242),middle
B51612,917,2023-02-14 21:58:40,POINT(-43.35839 -22.88242),middle
B51612,917,2023-02-14 21:58:40,POINT(-43.35839 -22.88242),middle
B51612,917,2023-02-14 21:59:10,POINT(-43.35692 -22.88417),middle
B51612,917,2023-02-14 21:59:10,POINT(-43.35692 -22.88417),middle
B51612,917,2023-02-14 21:59:10,POINT(-43.35692 -22.88417),middle
B51612,917,2023-02-14 21:59:10,POINT(-43.35692 -22.88417),middle
B51612,917,2023-02-14 21:59:10,POINT(-43.35692 -22.88417),middle
B51612,917,2023-02-14 21:59:40,POINT(-43.3563 -22.8824),middle
B51612,917,2023-02-14 21:59:40,POINT(-43.3563 -22.8824),middle
B51612,917,2023-02-14 21:59:40,POINT(-43.3563 -22.8824),middle
B51612,917,2023-02-14 21:59:40,POINT(-43.3563 -22.8824),middle
B51612,917,2023-02-14 21:59:40,POINT(-43.3563 -22.8824),middle
B51612,917,2023-02-14 22:00:07,POINT(-43.35641 -22.8804),middle
B51612,917,2023-02-14 22:00:07,POINT(-43.35641 -22.8804),middle
B51612,917,2023-02-14 22:00:07,POINT(-43.35641 -22.8804),middle
B51612,917,2023-02-14 22:00:07,POINT(-43.35641 -22.8804),middle
B51612,917,2023-02-14 22:00:07,POINT(-43.35641 -22.8804),middle
B51612,917,2023-02-14 22:00:37,POINT(-43.35646 -22.87961),middle
B51612,917,2023-02-14 22:00:37,POINT(-43.35646 -22.87961),middle
