id_veiculo,servico,timestamp_gps,posicao_veiculo_geo,status_viagem
C50068,SP805,2023-02-14 04:58:14,POINT(-43.3662 -23.00497),start
C50068,SP805,2023-02-14 04:58:44,POINT(-43.36629 -23.00903),middle
C50068,SP805,2023-02-14 04:59:14,POINT(-43.36653 -23.01023),middle
C50068,SP805,2023-02-14 04:59:44,POINT(-43.37041 -23.01085),middle
C50068,SP805,2023-02-14 05:00:14,POINT(-43.3692 -23.01102),middle
C50068,SP805,2023-02-14 05:00:44,POINT(-43.36469 -23.01084),middle
C50068,SP805,2023-02-14 05:01:14,POINT(-43.36284 -23.01077),middle
C50068,SP805,2023-02-14 05:01:44,POINT(-43.35936 -23.01063),middle
C50068,SP805,2023-02-14 05:02:14,POINT(-43.35657 -23.01051),middle
C50068,SP805,2023-02-14 05:02:44,POINT(-43.3543 -23.01045),middle
C50068,SP805,2023-02-14 05:03:14,POINT(-43.35064 -23.01037),middle
C50068,SP805,2023-02-14 05:03:44,POINT(-43.3483 -23.01035),middle
C50068,SP805,2023-02-14 05:04:14,POINT(-43.34555 -23.0104),middle
C50068,SP805,2023-02-14 05:04:44,POINT(-43.34265 -23.01044),middle
C50068,SP805,2023-02-14 05:05:14,POINT(-43.33975 -23.01049),middle
C50068,SP805,2023-02-14 05:05:44,POINT(-43.33759 -23.0106),middle
C50068,SP805,2023-02-14 05:06:14,POINT(-43.33414 -23.01075),middle
C50068,SP805,2023-02-14 05:06:44,POINT(-43.32953 -23.0111),middle
C50068,SP805,2023-02-14 05:07:14,POINT(-43.32793 -23.01129),middle
C50068,SP805,2023-02-14 05:07:44,POINT(-43.32626 -23.01151),middle
C50068,SP805,2023-02-14 05:08:14,POINT(-43.32249 -23.01207),middle
C50068,SP805,2023-02-14 05:08:44,POINT(-43.31717 -23.01323),middle
C50068,SP805,2023-02-14 05:09:14,POINT(-43.31393 -23.014),middle
C50068,SP805,2023-02-14 05:09:44,POINT(-43.31102 -23.0145),middle
C50068,SP805,2023-02-14 05:10:14,POINT(-43.30901 -23.0149),middle
C50068,SP805,2023-02-14 05:10:44,POINT(-43.30566 -23.01472),middle
C50068,SP805,2023-02-14 05:11:14,POINT(-43.30518 -23.01254),end
C50068,SP805,2023-02-14 05:13:44,POINT(-43.30968 -23.0108),start
C50068,SP805,2023-02-14 05:14:14,POINT(-43.31079 -23.01207),middle
C50068,SP805,2023-02-14 05:14:44,POINT(-43.31244 -23.01307),middle
C50068,SP805,2023-02-14 05:15:14,POINT(-43.31621 -23.01336),middle
C50068,SP805,2023-02-14 05:15:44,POINT(-43.3211 -23.0122),middle
C50068,SP805,2023-02-14 05:16:14,POINT(-43.32299 -23.01176),middle
C50068,SP805,2023-02-14 05:16:44,POINT(-43.32713 -23.01117),middle
C50068,SP805,2023-02-14 05:17:14,POINT(-43.33199 -23.0107),middle
C50068,SP805,2023-02-14 05:17:44,POINT(-43.33707 -23.0104),middle
C50068,SP805,2023-02-14 05:18:14,POINT(-43.34206 -23.01021),middle
C50068,SP805,2023-02-14 05:18:44,POINT(-43.34609 -23.01017),middle
C50068,SP805,2023-02-14 05:19:14,POINT(-43.35018 -23.01011),middle
C50068,SP805,2023-02-14 05:19:44,POINT(-43.35443 -23.01019),middle
C50068,SP805,2023-02-14 05:20:14,POINT(-43.35868 -23.01034),middle
C50068,SP805,2023-02-14 05:20:44,POINT(-43.36332 -23.01052),middle
C50068,SP805,2023-02-14 05:21:14,POINT(-43.36605 -23.00889),middle
C50068,SP805,2023-02-14 05:21:44,POINT(-43.36598 -23.0047),end
B51612,917,2023-02-14 05:28:32,POINT(-43.4267 -22.87878),start
B51612,917,2023-02-14 05:29:02,POINT(-43.42334 -22.87876),middle
B51612,917,2023-02-14 05:29:32,POINT(-43.4221 -22.87831),middle
B51612,917,2023-02-14 05:30:02,POINT(-43.4195 -22.87768),middle
B51612,917,2023-02-14 05:30:32,POINT(-43.41703 -22.8783),middle
B51612,917,2023-02-14 05:31:02,POINT(-43.41659 -22.8784),middle
B51612,917,2023-02-14 05:31:32,POINT(-43.41419 -22.87996),middle
B51612,917,2023-02-14 05:32:02,POINT(-43.41338 -22.8807),middle
B51612,917,2023-02-14 05:32:32,POINT(-43.4107 -22.88223),middle
B51612,917,2023-02-14 05:33:02,POINT(-43.41003 -22.88242),middle
C50068,SP805,2023-02-14 05:33:14,POINT(-43.36652 -23.00327),start
B51612,917,2023-02-14 05:33:32,POINT(-43.40734 -22.88381),middle
C50068,SP805,2023-02-14 05:33:44,POINT(-43.36628 -23.00802),middle
B51612,917,2023-02-14 05:34:01,POINT(-43.40553 -22.88455),middle
C50068,SP805,2023-02-14 05:34:14,POINT(-43.36627 -23.00928),middle
B51612,917,2023-02-14 05:34:31,POINT(-43.40477 -22.88472),middle
C50068,SP805,2023-02-14 05:34:44,POINT(-43.36855 -23.01074),middle
B51612,917,2023-02-14 05:35:02,POINT(-43.40258 -22.88503),middle
C50068,SP805,2023-02-14 05:35:14,POINT(-43.37051 -23.01104),middle
B51612,917,2023-02-14 05:35:32,POINT(-43.40138 -22.88521),middle
C50068,SP805,2023-02-14 05:35:44,POINT(-43.36715 -23.01092),middle
B51612,917,2023-02-14 05:36:02,POINT(-43.40055 -22.88539),middle
C50068,SP805,2023-02-14 05:36:14,POINT(-43.36434 -23.01081),middle
B51612,917,2023-02-14 05:36:32,POINT(-43.39968 -22.88559),middle
C50068,SP805,2023-02-14 05:36:44,POINT(-43.3607 -23.01067),middle
B51612,917,2023-02-14 05:37:02,POINT(-43.39888 -22.88572),middle
C50068,SP805,2023-02-14 05:37:14,POINT(-43.35559 -23.01046),middle
B51612,917,2023-02-14 05:37:32,POINT(-43.39582 -22.88622),middle
C50068,SP805,2023-02-14 05:37:44,POINT(-43.35363 -23.0104),middle
B51612,917,2023-02-14 05:38:01,POINT(-43.39447 -22.88644),middle
C50068,SP805,2023-02-14 05:38:14,POINT(-43.35062 -23.01034),middle
B51612,917,2023-02-14 05:38:32,POINT(-43.39328 -22.88755),middle
C50068,SP805,2023-02-14 05:38:44,POINT(-43.34843 -23.01031),middle
B51612,917,2023-02-14 05:39:02,POINT(-43.39061 -22.88802),middle
C50068,SP805,2023-02-14 05:39:14,POINT(-43.34557 -23.01037),middle
B51612,917,2023-02-14 05:39:31,POINT(-43.39017 -22.88776),middle
C50068,SP805,2023-02-14 05:39:44,POINT(-43.3433 -23.0104),middle
B51612,917,2023-02-14 05:40:02,POINT(-43.38957 -22.88501),middle
C50068,SP805,2023-02-14 05:40:14,POINT(-43.34003 -23.01048),middle
B51612,917,2023-02-14 05:40:32,POINT(-43.38728 -22.88488),middle
C50068,SP805,2023-02-14 05:40:44,POINT(-43.33769 -23.01059),middle
B51612,917,2023-02-14 05:41:02,POINT(-43.38527 -22.88389),middle
C50068,SP805,2023-02-14 05:41:14,POINT(-43.33577 -23.01067),middle
B51612,917,2023-02-14 05:41:32,POINT(-43.38295 -22.88247),middle
C50068,SP805,2023-02-14 05:41:44,POINT(-43.3338 -23.01079),middle
B51612,917,2023-02-14 05:42:02,POINT(-43.38158 -22.8806),middle
C50068,SP805,2023-02-14 05:42:14,POINT(-43.33141 -23.01095),middle
B51612,917,2023-02-14 05:42:32,POINT(-43.37983 -22.8787),middle
C50068,SP805,2023-02-14 05:42:44,POINT(-43.32958 -23.01108),middle
B51612,917,2023-02-14 05:43:01,POINT(-43.37757 -22.87701),middle
B51612,917,2023-02-14 05:43:32,POINT(-43.37365 -22.87659),middle
C50068,SP805,2023-02-14 05:43:44,POINT(-43.32462 -23.01177),middle
B51612,917,2023-02-14 05:44:02,POINT(-43.37293 -22.87716),middle
C50068,SP805,2023-02-14 05:44:14,POINT(-43.32298 -23.01203),middle
B51612,917,2023-02-14 05:44:32,POINT(-43.37331 -22.87866),middle
C50068,SP805,2023-02-14 05:44:44,POINT(-43.31918 -23.0129),middle
B51612,917,2023-02-14 05:45:02,POINT(-43.3719 -22.87658),middle
C50068,SP805,2023-02-14 05:45:14,POINT(-43.31468 -23.01387),middle
B51612,917,2023-02-14 05:45:31,POINT(-43.36878 -22.87717),middle
C50068,SP805,2023-02-14 05:45:44,POINT(-43.30973 -23.01479),middle
B51612,917,2023-02-14 05:46:01,POINT(-43.36525 -22.87749),middle
C50068,SP805,2023-02-14 05:46:14,POINT(-43.30603 -23.01509),middle
B51612,917,2023-02-14 05:46:32,POINT(-43.36409 -22.87762),middle
C50068,SP805,2023-02-14 05:46:44,POINT(-43.30548 -23.01391),middle
B51612,917,2023-02-14 05:47:01,POINT(-43.36393 -22.87762),middle
C50068,SP805,2023-02-14 05:47:14,POINT(-43.30497 -23.01156),end
B51612,917,2023-02-14 05:47:32,POINT(-43.36163 -22.87797),middle
B51612,917,2023-02-14 05:48:01,POINT(-43.36043 -22.87806),middle
B51612,917,2023-02-14 05:48:32,POINT(-43.35995 -22.87816),middle
B51612,917,2023-02-14 05:49:02,POINT(-43.35872 -22.87842),middle
C50068,SP805,2023-02-14 05:49:14,POINT(-43.30957 -23.01038),start
B51612,917,2023-02-14 05:49:31,POINT(-43.35807 -22.87887),middle
C50068,SP805,2023-02-14 05:49:44,POINT(-43.31183 -23.01269),middle
B51612,917,2023-02-14 05:50:02,POINT(-43.35897 -22.88122),middle
C50068,SP805,2023-02-14 05:50:14,POINT(-43.31614 -23.01335),middle
B51612,917,2023-02-14 05:50:31,POINT(-43.35806 -22.88289),middle
C50068,SP805,2023-02-14 05:50:44,POINT(-43.32111 -23.01217),middle
B51612,917,2023-02-14 05:51:02,POINT(-43.35677 -22.88443),middle
C50068,SP805,2023-02-14 05:51:14,POINT(-43.32337 -23.01168),middle
B51612,917,2023-02-14 05:51:32,POINT(-43.35643 -22.88221),middle
C50068,SP805,2023-02-14 05:51:44,POINT(-43.3279 -23.01106),middle
B51612,917,2023-02-14 05:52:01,POINT(-43.35655 -22.87959),middle
C50068,SP805,2023-02-14 05:52:14,POINT(-43.33049 -23.01081),middle
B51612,917,2023-02-14 05:52:32,POINT(-43.35655 -22.87959),middle
C50068,SP805,2023-02-14 05:52:44,POINT(-43.33444 -23.01053),middle
B51612,917,2023-02-14 05:53:01,POINT(-43.35655 -22.87959),middle
C50068,SP805,2023-02-14 05:53:14,POINT(-43.33981 -23.01024),middle
B51612,917,2023-02-14 05:53:31,POINT(-43.35655 -22.87959),middle
C50068,SP805,2023-02-14 05:53:44,POINT(-43.34204 -23.0102),middle
B51612,917,2023-02-14 05:54:02,POINT(-43.35666 -22.87859),middle
C50068,SP805,2023-02-14 05:54:14,POINT(-43.34709 -23.01012),middle
B51612,917,2023-02-14 05:54:32,POINT(-43.35703 -22.87588),middle
C50068,SP805,2023-02-14 05:54:44,POINT(-43.35237 -23.01016),middle
B51612,917,2023-02-14 05:55:02,POINT(-43.35749 -22.87389),middle
C50068,SP805,2023-02-14 05:55:14,POINT(-43.35761 -23.01031),middle
B51612,917,2023-02-14 05:55:31,POINT(-43.35724 -22.87119),middle
C50068,SP805,2023-02-14 05:55:44,POINT(-43.36301 -23.01052),middle
B51612,917,2023-02-14 05:56:02,POINT(-43.35535 -22.86909),middle
C50068,SP805,2023-02-14 05:56:14,POINT(-43.36608 -23.00877),middle
B51612,917,2023-02-14 05:56:32,POINT(-43.35456 -22.8681),middle
C50068,SP805,2023-02-14 05:56:44,POINT(-43.36604 -23.00709),middle
B51612,917,2023-02-14 05:57:01,POINT(-43.35292 -22.86773),middle
C50068,SP805,2023-02-14 05:57:14,POINT(-43.36556 -23.00291),end
B51612,917,2023-02-14 05:57:31,POINT(-43.35093 -22.86902),middle
B51612,917,2023-02-14 05:58:01,POINT(-43.34999 -22.86958),middle
B51612,917,2023-02-14 05:58:32,POINT(-43.34778 -22.87073),middle
B51612,917,2023-02-14 05:59:01,POINT(-43.34453 -22.87265),middle
B51612,917,2023-02-14 05:59:31,POINT(-43.34277 -22.87374),middle
B51612,917,2023-02-14 06:00:02,POINT(-43.3423 -22.87476),middle
B51612,917,2023-02-14 06:00:32,POINT(-43.34215 -22.876),middle
B51612,917,2023-02-14 06:01:02,POINT(-43.34039 -22.87697),middle
B51612,917,2023-02-14 06:01:32,POINT(-43.3402 -22.87708),middle
B51612,917,2023-02-14 06:02:01,POINT(-43.34091 -22.87813),middle
B51612,917,2023-02-14 06:02:32,POINT(-43.34118 -22.87876),middle
B51612,917,2023-02-14 06:03:02,POINT(-43.34193 -22.88024),middle
B51612,917,2023-02-14 06:03:31,POINT(-43.34269 -22.88051),middle
B51612,917,2023-02-14 06:04:01,POINT(-43.34392 -22.88043),middle
B51612,917,2023-02-14 06:04:31,POINT(-43.34497 -22.88156),middle
B51612,917,2023-02-14 06:05:01,POINT(-43.34485 -22.88297),middle
B51612,917,2023-02-14 06:05:32,POINT(-43.34416 -22.88303),middle
B51612,917,2023-02-14 06:06:02,POINT(-43.34416 -22.88303),middle
B51612,917,2023-02-14 06:06:32,POINT(-43.34416 -22.88303),middle
B51612,917,2023-02-14 06:07:02,POINT(-43.34383 -22.88304),middle
B51612,917,2023-02-14 06:07:31,POINT(-43.34305 -22.88301),middle
B51612,917,2023-02-14 06:08:02,POINT(-43.34305 -22.88301),middle
B51612,917,2023-02-14 06:08:32,POINT(-43.34305 -22.88301),middle
B51612,917,2023-02-14 06:09:02,POINT(-43.3425 -22.88298),middle
B51612,917,2023-02-14 06:09:31,POINT(-43.34199 -22.88293),middle
B51612,917,2023-02-14 06:10:02,POINT(-43.34158 -22.88288),middle
B51612,917,2023-02-14 06:10:32,POINT(-43.34089 -22.88283),middle
B51612,917,2023-02-14 06:11:01,POINT(-43.33955 -22.88273),middle
B51612,917,2023-02-14 06:11:32,POINT(-43.33828 -22.88254),middle
B51612,917,2023-02-14 06:12:02,POINT(-43.3353 -22.88245),middle
B51612,917,2023-02-14 06:12:32,POINT(-43.33377 -22.88228),middle
B51612,917,2023-02-14 06:13:01,POINT(-43.33259 -22.88211),middle
B51612,917,2023-02-14 06:13:31,POINT(-43.33081 -22.88205),middle
B51612,917,2023-02-14 06:14:01,POINT(-43.32966 -22.88218),middle
C50068,SP805,2023-02-14 06:14:14,POINT(-43.36622 -23.00424),start
B51612,917,2023-02-14 06:14:31,POINT(-43.32665 -22.88215),middle
C50068,SP805,2023-02-14 06:14:44,POINT(-43.36629 -23.00855),middle
B51612,917,2023-02-14 06:15:01,POINT(-43.32462 -22.88218),middle
C50068,SP805,2023-02-14 06:15:14,POINT(-43.36626 -23.00939),middle
B51612,917,2023-02-14 06:15:32,POINT(-43.32399 -22.88243),middle
C50068,SP805,2023-02-14 06:15:44,POINT(-43.36842 -23.01074),middle
B51612,917,2023-02-14 06:16:01,POINT(-43.32219 -22.88284),middle
C50068,SP805,2023-02-14 06:16:14,POINT(-43.37062 -23.01095),middle
B51612,917,2023-02-14 06:16:31,POINT(-43.32052 -22.88347),middle
C50068,SP805,2023-02-14 06:16:44,POINT(-43.36829 -23.01094),middle
B51612,917,2023-02-14 06:17:01,POINT(-43.31863 -22.88415),middle
C50068,SP805,2023-02-14 06:17:14,POINT(-43.3656 -23.01081),middle
B51612,917,2023-02-14 06:17:31,POINT(-43.31773 -22.88434),middle
C50068,SP805,2023-02-14 06:17:44,POINT(-43.36317 -23.01072),middle
B51612,917,2023-02-14 06:18:01,POINT(-43.31664 -22.88455),middle
C50068,SP805,2023-02-14 06:18:14,POINT(-43.35934 -23.01057),middle
B51612,917,2023-02-14 06:18:31,POINT(-43.31384 -22.88498),middle
C50068,SP805,2023-02-14 06:18:44,POINT(-43.35743 -23.01048),middle
B51612,917,2023-02-14 06:19:02,POINT(-43.31083 -22.88512),middle
C50068,SP805,2023-02-14 06:19:14,POINT(-43.3551 -23.01041),middle
B51612,917,2023-02-14 06:19:32,POINT(-43.30787 -22.88628),middle
C50068,SP805,2023-02-14 06:19:44,POINT(-43.35193 -23.01033),middle
B51612,917,2023-02-14 06:20:02,POINT(-43.30624 -22.88669),middle
C50068,SP805,2023-02-14 06:20:14,POINT(-43.35043 -23.01031),middle
B51612,917,2023-02-14 06:20:32,POINT(-43.30427 -22.88693),middle
C50068,SP805,2023-02-14 06:20:44,POINT(-43.34712 -23.01032),middle
B51612,917,2023-02-14 06:21:02,POINT(-43.30332 -22.88668),middle
C50068,SP805,2023-02-14 06:21:14,POINT(-43.34558 -23.01037),middle
B51612,917,2023-02-14 06:21:31,POINT(-43.30138 -22.88561),middle
C50068,SP805,2023-02-14 06:21:44,POINT(-43.3429 -23.0104),middle
B51612,917,2023-02-14 06:22:01,POINT(-43.3009 -22.88545),middle
C50068,SP805,2023-02-14 06:22:14,POINT(-43.34003 -23.01048),middle
B51612,917,2023-02-14 06:22:31,POINT(-43.30033 -22.88541),middle
C50068,SP805,2023-02-14 06:22:44,POINT(-43.33857 -23.01057),middle
B51612,917,2023-02-14 06:23:01,POINT(-43.29866 -22.88519),middle
C50068,SP805,2023-02-14 06:23:14,POINT(-43.33699 -23.01065),middle
B51612,917,2023-02-14 06:23:31,POINT(-43.29866 -22.88519),middle
C50068,SP805,2023-02-14 06:23:44,POINT(-43.33381 -23.0108),middle
B51612,917,2023-02-14 06:24:01,POINT(-43.29786 -22.88457),middle
C50068,SP805,2023-02-14 06:24:14,POINT(-43.33176 -23.01093),middle
B51612,917,2023-02-14 06:24:31,POINT(-43.29676 -22.88358),middle
C50068,SP805,2023-02-14 06:24:44,POINT(-43.32956 -23.0111),middle
B51612,917,2023-02-14 06:25:01,POINT(-43.2947 -22.88187),middle
C50068,SP805,2023-02-14 06:25:14,POINT(-43.32671 -23.01142),middle
B51612,917,2023-02-14 06:25:31,POINT(-43.29312 -22.88202),middle
C50068,SP805,2023-02-14 06:25:44,POINT(-43.32539 -23.0116),middle
B51612,917,2023-02-14 06:26:01,POINT(-43.29277 -22.8824),middle
C50068,SP805,2023-02-14 06:26:14,POINT(-43.32368 -23.01183),middle
B51612,917,2023-02-14 06:26:31,POINT(-43.29184 -22.88353),middle
C50068,SP805,2023-02-14 06:26:44,POINT(-43.32061 -23.01249),middle
B51612,917,2023-02-14 06:27:01,POINT(-43.29157 -22.88385),middle
C50068,SP805,2023-02-14 06:27:14,POINT(-43.31733 -23.0132),middle
B51612,917,2023-02-14 06:27:31,POINT(-43.29081 -22.88475),middle
C50068,SP805,2023-02-14 06:27:44,POINT(-43.31432 -23.01392),middle
B51612,917,2023-02-14 06:28:01,POINT(-43.28992 -22.88567),middle
C50068,SP805,2023-02-14 06:28:14,POINT(-43.31334 -23.0141),middle
B51612,917,2023-02-14 06:28:31,POINT(-43.28914 -22.88603),middle
C50068,SP805,2023-02-14 06:28:44,POINT(-43.3104 -23.01462),middle
B51612,917,2023-02-14 06:29:01,POINT(-43.28774 -22.88691),middle
C50068,SP805,2023-02-14 06:29:14,POINT(-43.30774 -23.01498),middle
B51612,917,2023-02-14 06:29:31,POINT(-43.28774 -22.88691),middle
C50068,SP805,2023-02-14 06:29:44,POINT(-43.30553 -23.01402),middle
B51612,917,2023-02-14 06:30:01,POINT(-43.28625 -22.8874),middle
C50068,SP805,2023-02-14 06:30:14,POINT(-43.30526 -23.01262),end
B51612,917,2023-02-14 06:30:31,POINT(-43.28379 -22.88762),middle
B51612,917,2023-02-14 06:31:01,POINT(-43.2807 -22.88713),middle
B51612,917,2023-02-14 06:31:31,POINT(-43.27935 -22.88621),middle
B51612,917,2023-02-14 06:32:01,POINT(-43.27845 -22.88545),middle
B51612,917,2023-02-14 06:32:31,POINT(-43.27845 -22.88544),middle
B51612,917,2023-02-14 06:33:01,POINT(-43.27734 -22.88449),middle
B51612,917,2023-02-14 06:33:31,POINT(-43.27637 -22.88358),middle
B51612,917,2023-02-14 06:34:01,POINT(-43.27559 -22.88232),middle
B51612,917,2023-02-14 06:34:31,POINT(-43.27513 -22.88194),middle
B51612,917,2023-02-14 06:35:01,POINT(-43.27296 -22.881),middle
C50068,SP805,2023-02-14 06:35:14,POINT(-43.30942 -23.01021),start
B51612,917,2023-02-14 06:35:31,POINT(-43.27195 -22.88101),middle
C50068,SP805,2023-02-14 06:35:44,POINT(-43.30972 -23.01086),middle
B51612,917,2023-02-14 06:36:01,POINT(-43.26898 -22.88042),middle
C50068,SP805,2023-02-14 06:36:14,POINT(-43.31074 -23.012),middle
B51612,917,2023-02-14 06:36:31,POINT(-43.26612 -22.87889),middle
C50068,SP805,2023-02-14 06:36:44,POINT(-43.31163 -23.01259),middle
B51612,917,2023-02-14 06:37:01,POINT(-43.26599 -22.87885),middle
C50068,SP805,2023-02-14 06:37:14,POINT(-43.31286 -23.01334),middle
B51612,917,2023-02-14 06:37:31,POINT(-43.26502 -22.87849),middle
C50068,SP805,2023-02-14 06:37:44,POINT(-43.31684 -23.01318),middle
B51612,917,2023-02-14 06:38:01,POINT(-43.26566 -22.87682),middle
C50068,SP805,2023-02-14 06:38:14,POINT(-43.31899 -23.0127),middle
B51612,917,2023-02-14 06:38:31,POINT(-43.26585 -22.87536),middle
C50068,SP805,2023-02-14 06:38:44,POINT(-43.32156 -23.01206),middle
B51612,917,2023-02-14 06:39:01,POINT(-43.26661 -22.87384),middle
C50068,SP805,2023-02-14 06:39:14,POINT(-43.32163 -23.01205),middle
B51612,917,2023-02-14 06:39:31,POINT(-43.267 -22.87351),middle
C50068,SP805,2023-02-14 06:39:44,POINT(-43.32481 -23.01147),middle
B51612,917,2023-02-14 06:40:01,POINT(-43.26834 -22.8708),middle
C50068,SP805,2023-02-14 06:40:14,POINT(-43.32709 -23.01115),middle
B51612,917,2023-02-14 06:40:31,POINT(-43.26824 -22.87001),middle
C50068,SP805,2023-02-14 06:40:44,POINT(-43.33054 -23.01077),middle
B51612,917,2023-02-14 06:41:01,POINT(-43.26735 -22.86877),middle
C50068,SP805,2023-02-14 06:41:14,POINT(-43.33246 -23.01066),middle
B51612,917,2023-02-14 06:41:31,POINT(-43.26418 -22.8682),middle
C50068,SP805,2023-02-14 06:41:44,POINT(-43.33547 -23.01051),middle
B51612,917,2023-02-14 06:42:01,POINT(-43.26333 -22.86868),middle
C50068,SP805,2023-02-14 06:42:14,POINT(-43.33924 -23.0103),middle
B51612,917,2023-02-14 06:42:31,POINT(-43.26011 -22.86847),end
C50068,SP805,2023-02-14 06:42:44,POINT(-43.33994 -23.01027),middle
C50068,SP805,2023-02-14 06:43:14,POINT(-43.33994 -23.01027),middle
C50068,SP805,2023-02-14 06:43:44,POINT(-43.33994 -23.01027),middle
C50068,SP805,2023-02-14 06:44:14,POINT(-43.35109 -23.01014),middle
C50068,SP805,2023-02-14 06:44:44,POINT(-43.35508 -23.01027),middle
C50068,SP805,2023-02-14 06:45:14,POINT(-43.35862 -23.01038),middle
C50068,SP805,2023-02-14 06:45:44,POINT(-43.36272 -23.01053),middle
C50068,SP805,2023-02-14 06:46:14,POINT(-43.36567 -23.01053),middle
C50068,SP805,2023-02-14 06:46:44,POINT(-43.36608 -23.00891),middle
C50068,SP805,2023-02-14 06:47:14,POINT(-43.3661 -23.00637),middle
C50068,SP805,2023-02-14 06:47:44,POINT(-43.36513 -23.00245),end
B51612,917,2023-02-14 06:51:53,POINT(-43.26021 -22.86843),start
B51612,917,2023-02-14 06:52:23,POINT(-43.26328 -22.86869),middle
B51612,917,2023-02-14 06:52:53,POINT(-43.26358 -22.86854),middle
B51612,917,2023-02-14 06:53:23,POINT(-43.26554 -22.86772),middle
B51612,917,2023-02-14 06:53:53,POINT(-43.2669 -22.86856),middle
B51612,917,2023-02-14 06:54:23,POINT(-43.2676 -22.86884),middle
B51612,917,2023-02-14 06:54:53,POINT(-43.26826 -22.86928),middle
B51612,917,2023-02-14 06:55:23,POINT(-43.26828 -22.86934),middle
B51612,917,2023-02-14 06:55:53,POINT(-43.26845 -22.87071),middle
B51612,917,2023-02-14 06:56:23,POINT(-43.26833 -22.87196),middle
B51612,917,2023-02-14 06:56:53,POINT(-43.26828 -22.87232),middle
B51612,917,2023-02-14 06:57:23,POINT(-43.26828 -22.87232),middle
B51612,917,2023-02-14 06:57:53,POINT(-43.26814 -22.87281),middle
B51612,917,2023-02-14 06:58:23,POINT(-43.2669 -22.87408),middle
B51612,917,2023-02-14 06:58:53,POINT(-43.26623 -22.87446),middle
B51612,917,2023-02-14 06:59:23,POINT(-43.26613 -22.87594),middle
B51612,917,2023-02-14 06:59:53,POINT(-43.26508 -22.8777),middle
B51612,917,2023-02-14 07:00:21,POINT(-43.26517 -22.87838),middle
B51612,917,2023-02-14 07:00:51,POINT(-43.26593 -22.87861),middle
B51612,917,2023-02-14 07:01:21,POINT(-43.26804 -22.87971),middle
B51612,917,2023-02-14 07:01:51,POINT(-43.27162 -22.88095),middle
B51612,917,2023-02-14 07:02:21,POINT(-43.27408 -22.88094),middle
B51612,917,2023-02-14 07:02:51,POINT(-43.27602 -22.88257),middle
B51612,917,2023-02-14 07:03:21,POINT(-43.27724 -22.88412),middle
B51612,917,2023-02-14 07:03:51,POINT(-43.27899 -22.8856),middle
B51612,917,2023-02-14 07:04:21,POINT(-43.28006 -22.88648),middle
B51612,917,2023-02-14 07:04:51,POINT(-43.28225 -22.88738),middle
B51612,917,2023-02-14 07:05:21,POINT(-43.284 -22.88751),middle
C50068,SP805,2023-02-14 07:05:44,POINT(-43.36622 -23.00567),start
B51612,917,2023-02-14 07:05:51,POINT(-43.28446 -22.88755),middle
C50068,SP805,2023-02-14 07:06:14,POINT(-43.36631 -23.009),middle
B51612,917,2023-02-14 07:06:21,POINT(-43.28653 -22.88718),middle
C50068,SP805,2023-02-14 07:06:44,POINT(-43.36633 -23.00949),middle
B51612,917,2023-02-14 07:06:51,POINT(-43.2876 -22.88678),middle
C50068,SP805,2023-02-14 07:07:14,POINT(-43.36851 -23.01076),middle
B51612,917,2023-02-14 07:07:21,POINT(-43.28779 -22.88671),middle
B51612,917,2023-02-14 07:07:51,POINT(-43.29025 -22.8852),middle
C50068,SP805,2023-02-14 07:08:14,POINT(-43.37022 -23.01104),middle
B51612,917,2023-02-14 07:08:21,POINT(-43.29093 -22.88437),middle
C50068,SP805,2023-02-14 07:08:44,POINT(-43.3681 -23.01095),middle
B51612,917,2023-02-14 07:08:51,POINT(-43.29207 -22.88283),middle
C50068,SP805,2023-02-14 07:09:14,POINT(-43.36576 -23.01085),middle
B51612,917,2023-02-14 07:09:21,POINT(-43.29207 -22.88283),middle
C50068,SP805,2023-02-14 07:09:44,POINT(-43.36353 -23.01076),middle
B51612,917,2023-02-14 07:09:51,POINT(-43.29352 -22.88142),middle
C50068,SP805,2023-02-14 07:10:14,POINT(-43.35918 -23.01059),middle
B51612,917,2023-02-14 07:10:21,POINT(-43.29473 -22.88173),middle
C50068,SP805,2023-02-14 07:10:44,POINT(-43.35521 -23.01044),middle
B51612,917,2023-02-14 07:10:51,POINT(-43.29679 -22.88348),middle
C50068,SP805,2023-02-14 07:11:14,POINT(-43.35379 -23.01041),middle
B51612,917,2023-02-14 07:11:21,POINT(-43.29799 -22.88453),middle
C50068,SP805,2023-02-14 07:11:44,POINT(-43.35092 -23.01034),middle
B51612,917,2023-02-14 07:11:51,POINT(-43.29906 -22.88524),middle
C50068,SP805,2023-02-14 07:12:14,POINT(-43.34998 -23.01032),middle
B51612,917,2023-02-14 07:12:21,POINT(-43.30121 -22.8854),middle
C50068,SP805,2023-02-14 07:12:44,POINT(-43.34616 -23.01035),middle
B51612,917,2023-02-14 07:12:51,POINT(-43.30173 -22.88568),middle
C50068,SP805,2023-02-14 07:13:14,POINT(-43.3455 -23.01037),middle
B51612,917,2023-02-14 07:13:21,POINT(-43.30302 -22.8864),middle
C50068,SP805,2023-02-14 07:13:44,POINT(-43.3424 -23.01042),middle
B51612,917,2023-02-14 07:13:51,POINT(-43.30533 -22.88676),middle
C50068,SP805,2023-02-14 07:14:14,POINT(-43.34003 -23.01048),middle
